"Ano","Numero de Contribuições","Tipo de Contribuinte/Fonte","Quantidade de Contribuintes","Tipo de Contribuinte Resumo"
"2007","12","Outro Contr-Gps","866237","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gps","24","Ambos"
"2007","2","Empregado e Outro Contr-Gps","387","Ambos"
"2007","3","Empregado e Outro Contr-Gps","623","Ambos"
"2007","4","Empregado e Outro Contr-Gps","819","Ambos"
"2007","5","Empregado e Outro Contr-Gps","967","Ambos"
"2007","6","Empregado e Outro Contr-Gps","1126","Ambos"
"2007","7","Empregado e Outro Contr-Gps","1260","Ambos"
"2007","8","Empregado e Outro Contr-Gps","1222","Ambos"
"2007","9","Empregado e Outro Contr-Gps","1228","Ambos"
"2007","10","Empregado e Outro Contr-Gps","1440","Ambos"
"2007","11","Empregado e Outro Contr-Gps","2240","Ambos"
"2007","12","Empregado e Outro Contr-Gps","8203","Ambos"
"2007","1","Outro Contr-Gfip","72092","Outros Contribuintes"
"2007","2","Outro Contr-Gfip","39968","Outros Contribuintes"
"2007","3","Outro Contr-Gfip","32111","Outros Contribuintes"
"2007","4","Outro Contr-Gfip","27178","Outros Contribuintes"
"2007","5","Outro Contr-Gfip","25503","Outros Contribuintes"
"2007","6","Outro Contr-Gfip","27091","Outros Contribuintes"
"2007","7","Outro Contr-Gfip","25915","Outros Contribuintes"
"2007","8","Outro Contr-Gfip","27049","Outros Contribuintes"
"2007","9","Outro Contr-Gfip","30877","Outros Contribuintes"
"2007","10","Outro Contr-Gfip","37466","Outros Contribuintes"
"2007","11","Outro Contr-Gfip","74537","Outros Contribuintes"
"2007","12","Outro Contr-Gfip","627104","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gfip","72","Ambos"
"2007","2","Empregado e Outro Contr-Gfip","782","Ambos"
"2007","3","Empregado e Outro Contr-Gfip","1130","Ambos"
"2007","4","Empregado e Outro Contr-Gfip","1389","Ambos"
"2007","5","Empregado e Outro Contr-Gfip","1635","Ambos"
"2007","6","Empregado e Outro Contr-Gfip","1772","Ambos"
"2007","7","Empregado e Outro Contr-Gfip","1749","Ambos"
"2007","8","Empregado e Outro Contr-Gfip","2057","Ambos"
"2007","9","Empregado e Outro Contr-Gfip","2197","Ambos"
"2007","10","Empregado e Outro Contr-Gfip","2621","Ambos"
"2007","11","Empregado e Outro Contr-Gfip","3701","Ambos"
"2007","12","Empregado e Outro Contr-Gfip","29404","Ambos"
"2007","1","Outro Contr-Gps-Gfip","199","Outros Contribuintes"
"2007","2","Outro Contr-Gps-Gfip","956","Outros Contribuintes"
"2007","3","Outro Contr-Gps-Gfip","1212","Outros Contribuintes"
"2007","4","Outro Contr-Gps-Gfip","1446","Outros Contribuintes"
"2007","5","Outro Contr-Gps-Gfip","1632","Outros Contribuintes"
"2007","6","Outro Contr-Gps-Gfip","1743","Outros Contribuintes"
"2007","7","Outro Contr-Gps-Gfip","1912","Outros Contribuintes"
"2007","8","Outro Contr-Gps-Gfip","2243","Outros Contribuintes"
"2007","9","Outro Contr-Gps-Gfip","2744","Outros Contribuintes"
"2007","10","Outro Contr-Gps-Gfip","3436","Outros Contribuintes"
"2007","11","Outro Contr-Gps-Gfip","6943","Outros Contribuintes"
"2007","12","Outro Contr-Gps-Gfip","62805","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gps-Gfip","1","Ambos"
"2007","3","Empregado e Outro Contr-Gps-Gfip","13","Ambos"
"2007","4","Empregado e Outro Contr-Gps-Gfip","27","Ambos"
"2007","5","Empregado e Outro Contr-Gps-Gfip","44","Ambos"
"2007","6","Empregado e Outro Contr-Gps-Gfip","48","Ambos"
"2007","7","Empregado e Outro Contr-Gps-Gfip","52","Ambos"
"2007","8","Empregado e Outro Contr-Gps-Gfip","55","Ambos"
"2007","9","Empregado e Outro Contr-Gps-Gfip","74","Ambos"
"2007","10","Empregado e Outro Contr-Gps-Gfip","89","Ambos"
"2007","11","Empregado e Outro Contr-Gps-Gfip","159","Ambos"
"2007","12","Empregado e Outro Contr-Gps-Gfip","1052","Ambos"
"2007","1","Empregado","53503","Trabalhadores Empregados"
"2007","2","Empregado","49636","Trabalhadores Empregados"
"2007","3","Empregado","50128","Trabalhadores Empregados"
"2007","4","Empregado","45428","Trabalhadores Empregados"
"2007","5","Empregado","48246","Trabalhadores Empregados"
"2007","6","Empregado","48476","Trabalhadores Empregados"
"2007","7","Empregado","50032","Trabalhadores Empregados"
"2007","8","Empregado","50301","Trabalhadores Empregados"
"2007","9","Empregado","51043","Trabalhadores Empregados"
"2007","10","Empregado","56996","Trabalhadores Empregados"
"2007","11","Empregado","85354","Trabalhadores Empregados"
"2007","12","Empregado","738680","Trabalhadores Empregados"
"2007","1","Outro Contr-Gps","87379","Outros Contribuintes"
"2007","2","Outro Contr-Gps","71605","Outros Contribuintes"
"2007","3","Outro Contr-Gps","74487","Outros Contribuintes"
"2007","4","Outro Contr-Gps","69300","Outros Contribuintes"
"2007","5","Outro Contr-Gps","69670","Outros Contribuintes"
"2007","6","Outro Contr-Gps","68823","Outros Contribuintes"
"2007","7","Outro Contr-Gps","66220","Outros Contribuintes"
"2007","8","Outro Contr-Gps","69075","Outros Contribuintes"
"2007","9","Outro Contr-Gps","65655","Outros Contribuintes"
"2007","10","Outro Contr-Gps","67598","Outros Contribuintes"
"2007","11","Outro Contr-Gps","129495","Outros Contribuintes"
"2007","12","Outro Contr-Gps","706487","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gps","36","Ambos"
"2007","2","Empregado e Outro Contr-Gps","461","Ambos"
"2007","3","Empregado e Outro Contr-Gps","654","Ambos"
"2007","4","Empregado e Outro Contr-Gps","851","Ambos"
"2007","5","Empregado e Outro Contr-Gps","929","Ambos"
"2007","6","Empregado e Outro Contr-Gps","1035","Ambos"
"2007","7","Empregado e Outro Contr-Gps","1176","Ambos"
"2007","8","Empregado e Outro Contr-Gps","1099","Ambos"
"2007","9","Empregado e Outro Contr-Gps","1141","Ambos"
"2007","10","Empregado e Outro Contr-Gps","1260","Ambos"
"2007","11","Empregado e Outro Contr-Gps","1911","Ambos"
"2007","12","Empregado e Outro Contr-Gps","6362","Ambos"
"2007","1","Outro Contr-Gfip","131476","Outros Contribuintes"
"2007","2","Outro Contr-Gfip","70538","Outros Contribuintes"
"2007","3","Outro Contr-Gfip","53934","Outros Contribuintes"
"2007","4","Outro Contr-Gfip","45095","Outros Contribuintes"
"2007","5","Outro Contr-Gfip","44307","Outros Contribuintes"
"2007","6","Outro Contr-Gfip","43787","Outros Contribuintes"
"2007","7","Outro Contr-Gfip","41806","Outros Contribuintes"
"2007","8","Outro Contr-Gfip","41941","Outros Contribuintes"
"2007","9","Outro Contr-Gfip","45721","Outros Contribuintes"
"2007","10","Outro Contr-Gfip","51565","Outros Contribuintes"
"2007","11","Outro Contr-Gfip","88691","Outros Contribuintes"
"2007","12","Outro Contr-Gfip","607267","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gfip","262","Ambos"
"2007","2","Empregado e Outro Contr-Gfip","1437","Ambos"
"2007","3","Empregado e Outro Contr-Gfip","1598","Ambos"
"2007","4","Empregado e Outro Contr-Gfip","1903","Ambos"
"2007","5","Empregado e Outro Contr-Gfip","2070","Ambos"
"2007","6","Empregado e Outro Contr-Gfip","2144","Ambos"
"2007","7","Empregado e Outro Contr-Gfip","2190","Ambos"
"2007","8","Empregado e Outro Contr-Gfip","2389","Ambos"
"2007","9","Empregado e Outro Contr-Gfip","2639","Ambos"
"2007","10","Empregado e Outro Contr-Gfip","3041","Ambos"
"2007","11","Empregado e Outro Contr-Gfip","4400","Ambos"
"2007","12","Empregado e Outro Contr-Gfip","28762","Ambos"
"2007","1","Outro Contr-Gps-Gfip","346","Outros Contribuintes"
"2007","2","Outro Contr-Gps-Gfip","1211","Outros Contribuintes"
"2007","3","Outro Contr-Gps-Gfip","1379","Outros Contribuintes"
"2007","4","Outro Contr-Gps-Gfip","1652","Outros Contribuintes"
"2007","5","Outro Contr-Gps-Gfip","1711","Outros Contribuintes"
"2007","6","Outro Contr-Gps-Gfip","1977","Outros Contribuintes"
"2007","7","Outro Contr-Gps-Gfip","2051","Outros Contribuintes"
"2007","8","Outro Contr-Gps-Gfip","2224","Outros Contribuintes"
"2007","9","Outro Contr-Gps-Gfip","2722","Outros Contribuintes"
"2007","10","Outro Contr-Gps-Gfip","3081","Outros Contribuintes"
"2007","11","Outro Contr-Gps-Gfip","5935","Outros Contribuintes"
"2007","12","Outro Contr-Gps-Gfip","46621","Outros Contribuintes"
"2007","2","Empregado e Outro Contr-Gps-Gfip","6","Ambos"
"2007","3","Empregado e Outro Contr-Gps-Gfip","20","Ambos"
"2007","4","Empregado e Outro Contr-Gps-Gfip","35","Ambos"
"2007","5","Empregado e Outro Contr-Gps-Gfip","35","Ambos"
"2007","6","Empregado e Outro Contr-Gps-Gfip","55","Ambos"
"2007","7","Empregado e Outro Contr-Gps-Gfip","66","Ambos"
"2007","8","Empregado e Outro Contr-Gps-Gfip","60","Ambos"
"2007","9","Empregado e Outro Contr-Gps-Gfip","92","Ambos"
"2007","10","Empregado e Outro Contr-Gps-Gfip","112","Ambos"
"2007","11","Empregado e Outro Contr-Gps-Gfip","154","Ambos"
"2007","12","Empregado e Outro Contr-Gps-Gfip","942","Ambos"
"2007","1","Empregado","53820","Trabalhadores Empregados"
"2007","2","Empregado","47732","Trabalhadores Empregados"
"2007","3","Empregado","46304","Trabalhadores Empregados"
"2007","4","Empregado","44355","Trabalhadores Empregados"
"2007","5","Empregado","45395","Trabalhadores Empregados"
"2007","6","Empregado","46255","Trabalhadores Empregados"
"2007","7","Empregado","46937","Trabalhadores Empregados"
"2007","8","Empregado","48332","Trabalhadores Empregados"
"2007","9","Empregado","49004","Trabalhadores Empregados"
"2007","10","Empregado","54506","Trabalhadores Empregados"
"2007","11","Empregado","80116","Trabalhadores Empregados"
"2007","12","Empregado","644447","Trabalhadores Empregados"
"2007","1","Outro Contr-Gps","19885","Outros Contribuintes"
"2007","2","Outro Contr-Gps","14716","Outros Contribuintes"
"2007","3","Outro Contr-Gps","15180","Outros Contribuintes"
"2007","4","Outro Contr-Gps","15269","Outros Contribuintes"
"2007","5","Outro Contr-Gps","13184","Outros Contribuintes"
"2007","6","Outro Contr-Gps","12447","Outros Contribuintes"
"2007","7","Outro Contr-Gps","11714","Outros Contribuintes"
"2007","8","Outro Contr-Gps","12012","Outros Contribuintes"
"2007","9","Outro Contr-Gps","11399","Outros Contribuintes"
"2007","10","Outro Contr-Gps","11451","Outros Contribuintes"
"2007","11","Outro Contr-Gps","23440","Outros Contribuintes"
"2007","12","Outro Contr-Gps","130776","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gps","39","Ambos"
"2007","2","Empregado e Outro Contr-Gps","580","Ambos"
"2007","3","Empregado e Outro Contr-Gps","998","Ambos"
"2007","4","Empregado e Outro Contr-Gps","1371","Ambos"
"2007","5","Empregado e Outro Contr-Gps","1664","Ambos"
"2007","6","Empregado e Outro Contr-Gps","2010","Ambos"
"2007","7","Empregado e Outro Contr-Gps","2196","Ambos"
"2007","8","Empregado e Outro Contr-Gps","2200","Ambos"
"2007","9","Empregado e Outro Contr-Gps","2168","Ambos"
"2007","10","Empregado e Outro Contr-Gps","2338","Ambos"
"2007","11","Empregado e Outro Contr-Gps","3630","Ambos"
"2007","12","Empregado e Outro Contr-Gps","11909","Ambos"
"2007","1","Outro Contr-Gfip","46754","Outros Contribuintes"
"2007","2","Outro Contr-Gfip","21183","Outros Contribuintes"
"2007","3","Outro Contr-Gfip","15154","Outros Contribuintes"
"2007","4","Outro Contr-Gfip","11674","Outros Contribuintes"
"2007","5","Outro Contr-Gfip","10548","Outros Contribuintes"
"2007","6","Outro Contr-Gfip","10260","Outros Contribuintes"
"2007","7","Outro Contr-Gfip","9656","Outros Contribuintes"
"2007","8","Outro Contr-Gfip","9793","Outros Contribuintes"
"2007","9","Outro Contr-Gfip","10730","Outros Contribuintes"
"2007","10","Outro Contr-Gfip","12233","Outros Contribuintes"
"2007","11","Outro Contr-Gfip","21271","Outros Contribuintes"
"2007","12","Outro Contr-Gfip","146383","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gfip","174","Ambos"
"2007","2","Empregado e Outro Contr-Gfip","1974","Ambos"
"2007","3","Empregado e Outro Contr-Gfip","3005","Ambos"
"2007","4","Empregado e Outro Contr-Gfip","3717","Ambos"
"2007","5","Empregado e Outro Contr-Gfip","4159","Ambos"
"2007","6","Empregado e Outro Contr-Gfip","4713","Ambos"
"2007","7","Empregado e Outro Contr-Gfip","5000","Ambos"
"2007","8","Empregado e Outro Contr-Gfip","5551","Ambos"
"2007","9","Empregado e Outro Contr-Gfip","5974","Ambos"
"2007","10","Empregado e Outro Contr-Gfip","6722","Ambos"
"2007","11","Empregado e Outro Contr-Gfip","9782","Ambos"
"2007","12","Empregado e Outro Contr-Gfip","71059","Ambos"
"2007","1","Outro Contr-Gps-Gfip","82","Outros Contribuintes"
"2007","2","Outro Contr-Gps-Gfip","402","Outros Contribuintes"
"2007","3","Outro Contr-Gps-Gfip","423","Outros Contribuintes"
"2007","4","Outro Contr-Gps-Gfip","472","Outros Contribuintes"
"2007","5","Outro Contr-Gps-Gfip","477","Outros Contribuintes"
"2007","6","Outro Contr-Gps-Gfip","506","Outros Contribuintes"
"2007","7","Outro Contr-Gps-Gfip","557","Outros Contribuintes"
"2007","8","Outro Contr-Gps-Gfip","591","Outros Contribuintes"
"2007","9","Outro Contr-Gps-Gfip","697","Outros Contribuintes"
"2007","10","Outro Contr-Gps-Gfip","900","Outros Contribuintes"
"2007","11","Outro Contr-Gps-Gfip","1527","Outros Contribuintes"
"2007","12","Outro Contr-Gps-Gfip","11499","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gps-Gfip","1","Ambos"
"2007","2","Empregado e Outro Contr-Gps-Gfip","6","Ambos"
"2007","3","Empregado e Outro Contr-Gps-Gfip","21","Ambos"
"2007","4","Empregado e Outro Contr-Gps-Gfip","33","Ambos"
"2007","5","Empregado e Outro Contr-Gps-Gfip","63","Ambos"
"2007","6","Empregado e Outro Contr-Gps-Gfip","88","Ambos"
"2007","7","Empregado e Outro Contr-Gps-Gfip","103","Ambos"
"2007","8","Empregado e Outro Contr-Gps-Gfip","134","Ambos"
"2007","9","Empregado e Outro Contr-Gps-Gfip","140","Ambos"
"2007","10","Empregado e Outro Contr-Gps-Gfip","165","Ambos"
"2007","11","Empregado e Outro Contr-Gps-Gfip","259","Ambos"
"2007","12","Empregado e Outro Contr-Gps-Gfip","1596","Ambos"
"2007","1","Empregado","115087","Trabalhadores Empregados"
"2007","2","Empregado","123190","Trabalhadores Empregados"
"2007","3","Empregado","128970","Trabalhadores Empregados"
"2007","4","Empregado","120447","Trabalhadores Empregados"
"2007","5","Empregado","129183","Trabalhadores Empregados"
"2007","6","Empregado","133417","Trabalhadores Empregados"
"2007","7","Empregado","139088","Trabalhadores Empregados"
"2007","8","Empregado","139271","Trabalhadores Empregados"
"2007","9","Empregado","138851","Trabalhadores Empregados"
"2007","10","Empregado","152740","Trabalhadores Empregados"
"2007","11","Empregado","222671","Trabalhadores Empregados"
"2007","12","Empregado","1827660","Trabalhadores Empregados"
"2007","1","Outro Contr-Gps","17522","Outros Contribuintes"
"2007","2","Outro Contr-Gps","13416","Outros Contribuintes"
"2007","3","Outro Contr-Gps","13716","Outros Contribuintes"
"2007","4","Outro Contr-Gps","13571","Outros Contribuintes"
"2007","5","Outro Contr-Gps","12166","Outros Contribuintes"
"2007","6","Outro Contr-Gps","11363","Outros Contribuintes"
"2007","7","Outro Contr-Gps","11062","Outros Contribuintes"
"2007","8","Outro Contr-Gps","11278","Outros Contribuintes"
"2007","9","Outro Contr-Gps","10644","Outros Contribuintes"
"2007","10","Outro Contr-Gps","11089","Outros Contribuintes"
"2007","11","Outro Contr-Gps","21398","Outros Contribuintes"
"2007","12","Outro Contr-Gps","117505","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gps","37","Ambos"
"2007","2","Empregado e Outro Contr-Gps","553","Ambos"
"2007","3","Empregado e Outro Contr-Gps","1004","Ambos"
"2007","4","Empregado e Outro Contr-Gps","1331","Ambos"
"2007","5","Empregado e Outro Contr-Gps","1658","Ambos"
"2007","6","Empregado e Outro Contr-Gps","1978","Ambos"
"2007","7","Empregado e Outro Contr-Gps","2152","Ambos"
"2007","8","Empregado e Outro Contr-Gps","2062","Ambos"
"2007","9","Empregado e Outro Contr-Gps","2033","Ambos"
"2007","10","Empregado e Outro Contr-Gps","2222","Ambos"
"2007","11","Empregado e Outro Contr-Gps","3091","Ambos"
"2007","12","Empregado e Outro Contr-Gps","9990","Ambos"
"2007","1","Outro Contr-Gfip","37601","Outros Contribuintes"
"2007","2","Outro Contr-Gfip","17559","Outros Contribuintes"
"2007","3","Outro Contr-Gfip","12826","Outros Contribuintes"
"2007","4","Outro Contr-Gfip","10182","Outros Contribuintes"
"2007","5","Outro Contr-Gfip","9390","Outros Contribuintes"
"2007","6","Outro Contr-Gfip","9067","Outros Contribuintes"
"2007","7","Outro Contr-Gfip","8425","Outros Contribuintes"
"2007","8","Outro Contr-Gfip","8653","Outros Contribuintes"
"2007","9","Outro Contr-Gfip","9516","Outros Contribuintes"
"2007","10","Outro Contr-Gfip","10434","Outros Contribuintes"
"2007","11","Outro Contr-Gfip","17645","Outros Contribuintes"
"2007","12","Outro Contr-Gfip","117489","Outros Contribuintes"
"2007","1","Empregado e Outro Contr-Gfip","136","Ambos"
"2007","2","Empregado e Outro Contr-Gfip","1946","Ambos"
"2007","3","Empregado e Outro Contr-Gfip","2997","Ambos"
"2007","4","Empregado e Outro Contr-Gfip","3789","Ambos"
"2007","5","Empregado e Outro Contr-Gfip","4266","Ambos"
"2007","6","Empregado e Outro Contr-Gfip","4748","Ambos"
"2007","7","Empregado e Outro Contr-Gfip","5286","Ambos"
"2007","8","Empregado e Outro Contr-Gfip","5659","Ambos"
"2007","9","Empregado e Outro Contr-Gfip","6034","Ambos"
"2007","10","Empregado e Outro Contr-Gfip","7236","Ambos"
"2007","11","Empregado e Outro Contr-Gfip","9617","Ambos"
"2007","12","Empregado e Outro Contr-Gfip","66686","Ambos"
"2007","1","Outro Contr-Gps-Gfip","87","Outros Contribuintes"
"2007","2","Outro Contr-Gps-Gfip","320","Outros Contribuintes"
"2007","3","Outro Contr-Gps-Gfip","352","Outros Contribuintes"
"2007","4","Outro Contr-Gps-Gfip","371","Outros Contribuintes"
"2007","5","Outro Contr-Gps-Gfip","459","Outros Contribuintes"
"2007","6","Outro Contr-Gps-Gfip","447","Outros Contribuintes"
"2007","7","Outro Contr-Gps-Gfip","453","Outros Contribuintes"
"2007","8","Outro Contr-Gps-Gfip","508","Outros Contribuintes"
"2007","9","Outro Contr-Gps-Gfip","546","Outros Contribuintes"
"2007","10","Outro Contr-Gps-Gfip","699","Outros Contribuintes"
"2007","11","Outro Contr-Gps-Gfip","1242","Outros Contribuintes"
"2007","12","Outro Contr-Gps-Gfip","8728","Outros Contribuintes"
"2007","2","Empregado e Outro Contr-Gps-Gfip","9","Ambos"
"2007","3","Empregado e Outro Contr-Gps-Gfip","21","Ambos"
"2007","4","Empregado e Outro Contr-Gps-Gfip","29","Ambos"
"2007","5","Empregado e Outro Contr-Gps-Gfip","58","Ambos"
"2007","6","Empregado e Outro Contr-Gps-Gfip","100","Ambos"
"2007","7","Empregado e Outro Contr-Gps-Gfip","98","Ambos"
"2007","8","Empregado e Outro Contr-Gps-Gfip","97","Ambos"
"2007","9","Empregado e Outro Contr-Gps-Gfip","146","Ambos"
"2007","10","Empregado e Outro Contr-Gps-Gfip","161","Ambos"
"2007","11","Empregado e Outro Contr-Gps-Gfip","248","Ambos"
"2007","12","Empregado e Outro Contr-Gps-Gfip","1415","Ambos"
"2007","1","Empregado","120167","Trabalhadores Empregados"
"2007","2","Empregado","132782","Trabalhadores Empregados"
"2007","3","Empregado","139634","Trabalhadores Empregados"
"2007","4","Empregado","132521","Trabalhadores Empregados"
"2007","5","Empregado","140183","Trabalhadores Empregados"
"2007","6","Empregado","146398","Trabalhadores Empregados"
"2007","7","Empregado","152002","Trabalhadores Empregados"
